V1,V2,V3,V4,V5,journal,month,year,URL,q,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q3,Q4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q9_13,Q9_14,Q9_15,Q9_16,Q9_16_TEXT,Q9_17,Q10_1,Q10_2,Q10_3,Q10_4,Q11_1_1,Q11_1_2,Q11_1_3,Q11_1_4,Q11_1_5,Q11_1_6,Q11_2_1,Q11_2_2,Q11_2_3,Q11_2_4,Q11_2_5,Q11_2_6,Q11_3_1,Q11_3_2,Q11_3_3,Q11_3_4,Q11_3_5,Q11_3_6,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_6_TEXT,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_5_TEXT,Q13_6,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_8_TEXT,Q14_9,Q14_10,Q15_1,Q15_2,Q15_3,Q15_4,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q18_9,Q18_10,Q18_11,Q18_12,Q18_12_TEXT,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_11,Q19_11_TEXT,Q20_1,Q20_2,Q20_3,Q20_4,Q21,Q22,Q23,Q23_TEXT,Q24_1,Q24_2,Q24_3,Q24_4,Q25,Q26,Q27_1,Q27_2,Q27_3,Q27_4,
R_brvOjDZ19fdGH89,Default Response Set,2012-08-28 00:05:42,2012-08-28 00:22:40,0,Faseb J.,JAN,2012,,1,1,1,2,3,4,1,Agree,Somewhat Agree,1,2,3,4,"Yes, a dataset from <b>one paper</b> is publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,,,Other,,,,,,Other,,,,,,,No policy,,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Strongly Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,.,Neutral,Strongly disagree,Strongly disagree,.,.,.,,,.,.,.,Strongly disagree,Neutral,Neutral,Neutral,Neutral,.,.,,,1,2,3,4,Agree,Disagree,tenured faculty,,1,2,3,4,,,,,,,
R_88q9dFNIpdXVN77,Default Response Set,2012-08-28 00:26:10,2012-08-28 00:27:33,0,BMC Plant Biol.,NOV,2011,,2,1,1,2,3,4,1,Strongly Agree,Strongly Agree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8doQ96vD0DiDd5j,Default Response Set,2012-08-28 00:08:42,2012-08-28 00:29:29,0,J. Exp. Bot.,MAR,2012,,1,1,1,2,3,4,1,Agree,Neutral,1,2,3,4,"Yes, datasets from <b>5 or more papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,A few times,A few times,Never,,,Never,1,2,3,4,,,,,,I don't know,,,,,,I don't know,,,,,,I don't know,,SOME but not all of the datasets are publicly available online,,,,,,,A repository for data or research output,,,,,,,,We plan to share the dataset upon request,,,,,,,,,1,2,3,4,1,Neutral,.,.,Neutral,Neutral,Neutral,.,Neutral,Neutral,.,.,Neutral,,,.,Neutral,.,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,.,,,1,2,3,4,Somewhat Agree,Somewhat Disagree,tenured faculty,,1,2,3,4,,,,,,,
R_298fNDWtsK6ENGR,Default Response Set,2012-08-28 00:30:01,2012-08-28 00:37:52,0,J. Ecol.,MAR,2012,,1,1,1,2,3,4,1,Neutral,Disagree,1,2,3,4,"Yes, datasets from <b>5 or more papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,Once,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,,,,,No policy,,,,,,,Other (please specify),"Not yet, they will be available during this year",,,,,,,Not applicable,,We plan to publicly archive the dataset in the future,,,,,,,,,,1,2,3,4,1,Strongly Disagree,.,.,Neutral,.,.,Strongly disagree,Strongly disagree,Neutral,.,.,Strongly disagree,,,Strongly agree,Strongly agree,.,Neutral,.,.,.,Strongly agree,Strongly agree,Strongly agree,,,1,2,3,4,Agree,Agree,tenured faculty,,1,2,3,4,,,,,,,
R_0eWyTLpamMEekFT,Default Response Set,2012-08-28 00:39:41,2012-08-28 00:46:58,0,Am. Nat.,JAN,2012,,1,1,1,2,3,4,1,Disagree,Disagree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,Once,Never,Once,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,,Requires online public archiving,,,,,,,Other,,,,,,Other,,,ALL datasets are publicly available online,,,,,,,,A repository for data or research output,,,,,,,,,,,,,,,Not applicable,,1,2,3,4,1,Disagree,.,.,.,.,Strongly disagree,.,Strongly disagree,Strongly disagree,.,.,Strongly disagree,,,.,.,.,.,.,Strongly disagree,Strongly disagree,.,.,.,,,1,2,3,4,Disagree,Disagree,postdoc,,1,2,3,4,,,,,,,
R_8HsZhKBLFN2VAz3,Default Response Set,2012-08-28 00:45:39,2012-08-28 00:47:03,0,Biol. Conserv.,DEC,2011,,2,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_54qnDvGyB7f7Aqh,Default Response Set,2012-08-28 00:39:05,2012-08-28 00:48:13,0,Heredity,FEB,2012,,1,1,1,2,3,4,1,Agree,Somewhat Agree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,A few times,Never,Never,Never,Never,Never,Never,Never,Never,A few times,A few times,,,Never,1,2,3,4,,,Requires online public archiving,,,,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,ALL datasets are publicly available online,,,,,,,Journal supplementary information,,,,,,,,,,,,,,,,Not applicable,,1,2,3,4,1,Strongly Agree,Neutral,.,.,.,.,.,.,.,.,.,Neutral,,,.,.,.,.,.,.,.,.,.,.,,,1,2,3,4,Strongly Agree,Somewhat Agree,postdoc,,1,2,3,4,,,,,,,
R_eEPVvtlEcGjTjDf,Default Response Set,2012-08-28 00:48:18,2012-08-28 00:51:02,0,FEBS Lett.,DEC,2011,,2,1,1,2,3,4,1,Somewhat Disagree,Somewhat Disagree,1,2,3,4,I'm not sure if any of my papers have publicly available datasets,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3duLVfyUK47dACV,Default Response Set,2012-08-28 01:01:53,2012-08-28 01:02:06,0,J. Exp. Bot.,JAN,2012,,1,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8IVkBH8cORqm5O5,Default Response Set,2012-08-28 00:58:53,2012-08-28 01:06:39,0,J. Exp. Bot.,JAN,2012,,1,1,1,2,3,4,1,Somewhat Disagree,Somewhat Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,Never,Never,Never,Once,Once,Never,Once,Once,Never,Never,Never,Never,Once,Never,,,Never,1,2,3,4,,Recommends online public archiving,,,,,,,,,No policy,,,,,Other,,,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,,We hadn't considered publicly archiving the dataset,,,,Other (please specify),"The datasets came from different sources. One is owned and we were using under license, another is part of a 12 year old project, the funder of which no longer exists and the remainder came from accessible government sources and is freely available.",,,1,2,3,4,1,Somewhat Agree,Neutral,.,Neutral,.,.,.,Strongly disagree,Neutral,.,.,Neutral,Strongly agree,I may not have the right to release the data,.,.,.,.,Neutral,.,.,Neutral,Neutral,Neutral,,,1,2,3,4,Somewhat Agree,Agree,research staff,,1,2,3,4,,,,,,,
R_cTJWYOSOYdsJlsN,Default Response Set,2012-08-28 00:50:47,2012-08-28 01:14:33,0,Proc. R. Soc. B-Biol. Sci.,MAR,2012,,1,1,1,2,3,4,1,Somewhat Agree,Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,Many times,A few times,A few times,Many times,A few times,Never,Never,Never,A few times,Never,Never,A few times,Many times,A few times,,,Never,1,2,3,4,,,,,,I don't know,,,,,No policy,,,,,,No policy,,,,,,,Other (please specify),all of my data was available in the body of the paper,,,,The entire dataset is in the body of the paper,,,,,,,,,,,,,Not applicable,,1,2,3,4,1,Agree,.,Strongly agree,Strongly disagree,.,.,Strongly disagree,Strongly disagree,Strongly disagree,.,.,.,,,Strongly agree,Strongly agree,.,.,.,.,.,Strongly agree,Strongly agree,Strongly agree,,I think transparency of research is fundamental to the long term integrity of science ,1,2,3,4,,,,,,,,,,,,,,,
R_3V3O8auHIKjVLWl,Default Response Set,2012-08-28 01:16:16,2012-08-28 01:23:00,0,Oikos,NOV,2011,,2,1,1,2,3,4,1,Disagree,Disagree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,A few times,Never,Never,Never,Never,Never,Never,Never,Never,Once,Never,,,Never,1,2,3,4,,,,,,I don't know,,,,,,I don't know,,,,,,I don't know,,,,I don't know,,,,,,,,,,Not applicable,,,,,,,,,,Not applicable,,1,2,3,4,1,Strongly Agree,.,.,Strongly disagree,Strongly disagree,Neutral,Neutral,Strongly disagree,.,.,.,,,,.,.,.,Neutral,Neutral,.,.,.,.,Strongly agree,,,1,2,3,4,Agree,Somewhat Agree,research staff,,1,2,3,4,,,,,,,
R_5sCGxQTndJjD0Vv,Default Response Set,2012-08-28 01:22:36,2012-08-28 01:23:48,0,Genetics,MAR,2012,,1,1,1,2,3,4,1,Agree,,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0pISd8heRPmvs5n,Default Response Set,2012-08-28 01:24:07,2012-08-28 01:24:53,0,Genetics,MAR,2012,,1,1,1,2,3,4,1,Agree,Agree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cUYlSvfLhvNCZX7,Default Response Set,2012-08-28 01:10:34,2012-08-28 01:27:26,0,FEBS Lett.,MAR,2012,,1,1,1,2,3,4,1,Somewhat Disagree,Somewhat Disagree,1,2,3,4,I've never published a paper based on a dataset collected by me or my co-authors,1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,,,,,I don't know,,,,,,I don't know,,,,,,I don't know,,,,I don't know,,,,,,,,,,Not applicable,,,,,,,,,,Not applicable,,1,2,3,4,1,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,1,2,3,4,Disagree,Disagree,tenured faculty,,1,2,3,4,,,,,,,
R_8Bx813lrwIxFBQh,Default Response Set,2012-08-28 01:14:50,2012-08-28 01:27:54,0,Proc. R. Soc. B-Biol. Sci.,MAR,2012,,1,1,1,2,3,4,1,Disagree,Disagree,1,2,3,4,"Yes, datasets from <b>5 or more papers</b> are publicly available on the internet",1,2,3,4,A few times,A few times,A few times,Many times,Never,Never,Once,Never,Once,Never,Never,Never,Many times,A few times,,,Never,1,2,3,4,,,,,,I don't know,,,,,No policy,,,,,,No policy,,,,,,,Other (please specify),all of my data was available in the body of the paper,,,,The entire dataset is in the body of the paper,,,,,,,,,,,,,Not applicable,,1,2,3,4,1,Disagree,.,.,.,.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,.,.,.,,,Strongly agree,Strongly agree,.,.,.,.,.,Strongly agree,Strongly agree,Strongly agree,,I think transparency of research is fundamental to the long term integrity of science ,1,2,3,4,Somewhat Agree,Agree,Other (please specify),I am still publishing but not conducting research through a research institution - I'm now in a non academic managerial position,1,2,3,4,,,,,,,
R_ekVZXKu1CycJNK5,Default Response Set,2012-08-28 01:09:41,2012-08-28 01:32:44,0,J. Mol. Evol.,FEB,2012,,1,1,1,2,3,4,1,Agree,Somewhat Disagree,1,2,3,4,"Yes, a dataset from <b>one paper</b> is publicly available on the internet",1,2,3,4,Once,Once,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Once,,,Never,1,2,3,4,,,,,,I don't know,,,,,No policy,,,,,,No policy,,,,NONE of the datasets are publicly available online,,,,,,,,,,,,,,We plan to share the dataset upon request,,,,,,,,,1,2,3,4,1,Strongly Disagree,.,.,.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,.,.,.,Strongly disagree,,,Strongly agree,.,.,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,.,.,Strongly agree,,,1,2,3,4,Agree,Somewhat Agree,tenured faculty,,1,2,3,4,,,,,,,
R_0Uj7eo3BgReI36B,Default Response Set,2012-08-28 01:41:26,2012-08-28 01:44:56,0,Plant J.,DEC,2011,,2,1,1,2,3,4,1,Disagree,Somewhat Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,,,,,,,,,,,,,,,,,,1,2,3,4,,,,,No policy,,,,,,No policy,,,,,,No policy,,,,NONE of the datasets are publicly available online,,,,,,,,,,,,,,,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Strongly Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Strongly disagree,,,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,1,2,3,4,Agree,Agree,non-tenured faculty,,1,2,3,4,,,,,,,
R_6gMDZjdBOnHPfHD,Default Response Set,2012-08-28 01:20:12,2012-08-28 01:48:00,0,J. Ecol.,JAN,2012,,1,1,1,2,3,4,1,Strongly Disagree,Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,,,,,I don't know,Forbids online public archiving,,,,,,Forbids online public archiving,,,,,,,SOME but not all of the datasets are publicly available online,,,,,,Journal supplementary information,,,,,,,,,We plan to share the dataset upon request,,,,,,,,,1,2,3,4,1,Agree,Strongly disagree,Strongly disagree,Strongly disagree,.,.,.,Strongly disagree,Strongly disagree,.,.,.,,,.,.,Neutral,Neutral,.,.,.,Neutral,.,Strongly agree,,,1,2,3,4,Agree,Agree,research staff,,1,2,3,4,,,,,,,
R_bHkKlV9fOVPZ4IB,Default Response Set,2012-08-28 01:44:49,2012-08-28 01:53:31,0,Oikos,MAR,2012,,1,1,1,2,3,4,1,Agree,Strongly Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,A few times,A few times,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,,,,,I don't know,,Recommends online public archiving,,,,,,,,,No policy,,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,,,,,,,,Not applicable,,1,2,3,4,1,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,1,2,3,4,Disagree,Strongly Disagree,postdoc,,1,2,3,4,,,,,,,
R_5AMWnKFGl7tE7oF,Default Response Set,2012-08-28 01:42:34,2012-08-28 01:56:17,0,J. Anim. Ecol.,JAN,2012,,1,1,1,2,3,4,1,Agree,Disagree,1,2,3,4,"Yes, a dataset from <b>one paper</b> is publicly available on the internet",1,2,3,4,A few times,A few times,Once,Never,Once,Never,Never,Never,Never,Never,Never,A few times,A few times,A few times,,,Once,1,2,3,4,,,,,No policy,,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,We plan to share the dataset upon request,,,,,Other (please specify),Was available to all on request to a website but only for five years while funding was available to support this,,,1,2,3,4,1,Agree,.,Strongly agree,Strongly disagree,Strongly agree,.,Neutral,.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,.,.,.,.,.,Neutral,Neutral,.,.,.,,,1,2,3,4,Somewhat Agree,Neutral,research staff,,1,2,3,4,,,,,,,
R_8ewa6abwJrDWsp7,Default Response Set,2012-08-28 01:56:22,2012-08-28 02:02:06,0,Ecol. Monogr.,NOV,2011,,2,1,1,2,3,4,1,Somewhat Agree,Neutral,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8fcltJYV23zXYxv,Default Response Set,2012-08-28 01:50:27,2012-08-28 02:02:49,0,J. Exp. Biol.,MAR,2012,,1,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_b7yRv0PyqCEnbyl,Default Response Set,2012-08-28 02:08:24,2012-08-28 02:16:29,0,Conserv. Genet.,FEB,2012,,1,1,1,2,3,4,1,Agree,Somewhat Agree,1,2,3,4,"Yes, datasets from <b>5 or more papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,A few times,A few times,Once,Never,Never,Never,Never,Never,Never,A few times,A few times,,,A few times,1,2,3,4,,Recommends online public archiving,,,,,,,,,No policy,,,,,,No policy,,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,We plan to share the dataset upon request,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Disagree,.,.,.,.,.,.,.,.,.,.,.,,,.,.,.,.,.,.,.,.,.,.,,,1,2,3,4,Agree,,non-tenured faculty,,1,2,3,4,,,,,,,
R_5hF9GoVY3fIWZKt,Default Response Set,2012-08-28 02:20:38,2012-08-28 02:31:57,0,J. Exp. Bot.,JAN,2012,,1,1,1,2,3,4,1,Somewhat Disagree,Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,,,,,I don't know,,,,,No policy,,Forbids online public archiving,,,,,,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Disagree,.,Neutral,.,Neutral,Strongly disagree,.,Neutral,.,.,.,.,,,.,.,.,Neutral,Neutral,.,.,.,Strongly agree,Strongly agree,,,1,2,3,4,Agree,Somewhat Agree,postdoc,,1,2,3,4,,,,,,,
R_3krAdbX8U1ITUWN,Default Response Set,2012-08-28 02:40:40,2012-08-28 02:42:04,0,Genetics,JAN,2012,,1,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2nQ9jRTuFG7kEzr,Default Response Set,2012-08-28 02:12:29,2012-08-28 02:53:58,0,Oikos,JAN,2012,,1,1,1,2,3,4,1,Somewhat Agree,Somewhat Agree,1,2,3,4,"Yes, datasets from <b>5 or more papers</b> are publicly available on the internet",1,2,3,4,A few times,Once,Once,A few times,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,Recommends online public archiving,,,,,,,,,No policy,,,,,,No policy,,,,,,,Other (please specify),"We cite the sources for our datasets, which in turn are available online, to subscribers of the respective journals",,,,,Other (please specify),see above,,,,We plan to share the dataset upon request,We hadn't considered publicly archiving the dataset,,,,Other (please specify),"see above, the datasets are from published sources",,,1,2,3,4,1,Strongly Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,.,.,.,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,1,2,3,4,Strongly Agree,Strongly Agree,research staff,,1,2,3,4,,,,,,,
R_cBAgfBXx8HuRFxb,Default Response Set,2012-08-31 02:53:37,2012-08-31 03:09:25,1,J. Exp. Biol.,FEB,2012,,1,1,1,2,3,4,1,Neutral,Disagree,1,2,3,4,"No, none of my paper-related datasets are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,,,,,I don't know,,Recommends online public archiving,,,,,,,,,,I don't know,,,NONE of the datasets are publicly available online,,,,,,,,,,,Not applicable,,,,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Agree,.,.,.,Neutral,.,.,Neutral,Neutral,.,Neutral,.,,,Strongly agree,.,.,.,.,.,.,.,.,.,,,1,2,3,4,Disagree,Disagree,postdoc,,1,2,3,4,,1,1,2,3,4,
R_b3GZhfKmSLYLrI9,Default Response Set,2012-08-28 03:09:13,2012-08-28 03:09:35,0,FEBS Lett.,DEC,2011,,2,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6M4ne07HhWjyAbH,Default Response Set,2012-08-28 03:02:46,2012-08-28 03:11:00,0,Proc. R. Soc. B-Biol. Sci.,FEB,2012,,1,1,1,2,3,4,1,Somewhat Agree,Disagree,1,2,3,4,"Yes, a dataset from <b>one paper</b> is publicly available on the internet",1,2,3,4,Never,Never,Never,A few times,Never,Never,Never,Never,Never,Never,Never,Never,Once,Never,,,Never,1,2,3,4,,,Requires online public archiving,,,,,Recommends online public archiving,,,,,,Recommends online public archiving,,,,,,SOME but not all of the datasets are publicly available online,,,,,,Journal supplementary information,,,,,,,,,,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Somewhat Disagree,.,.,Neutral,Neutral,.,.,Neutral,.,.,.,.,,,Neutral,.,.,.,.,.,.,.,.,Neutral,,,1,2,3,4,Somewhat Agree,Neutral,tenured faculty,,1,2,3,4,,,,,,,
R_e2ShqU0aUYTTYZn,Default Response Set,2012-08-28 01:03:17,2012-08-28 03:12:08,0,Anim. Behav.,MAR,2012,,1,1,,,,,1,Somewhat Disagree,Somewhat Disagree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Once,Once,Never,Once,Never,Once,Never,Once,Once,Never,Never,Never,Never,Once,Never,,Never,1,2,3,4,,,,,,I don't know,,,,,,I don't know,,,,,,I don't know,,,,I don't know,,,,,,,,,,Not applicable,,,,We hadn't considered publicly archiving the dataset,,,,,,,,1,2,3,4,1,Strongly Agree,Strongly agree,Strongly agree,.,.,Neutral,Neutral,Neutral,Neutral,.,Neutral,Strongly agree,Neutral,,.,.,.,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Neutral,Neutral,Strongly disagree,,,1,2,3,4,Somewhat Agree,Strongly Disagree,tenured faculty,,1,2,3,4,,,,,,,
R_7PT7t8rjFpuBtxX,Default Response Set,2012-08-28 04:08:27,2012-08-28 04:08:41,0,J. Anim. Ecol.,MAR,2012,,1,1,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8v1iCkCPFGWoXE9,Default Response Set,2012-08-28 04:34:27,2012-08-28 04:44:17,0,Biol. J. Linnean Soc.,MAR,2012,,1,1,1,2,3,4,1,Somewhat Agree,Somewhat Disagree,1,2,3,4,"Yes, datasets from <b>2-4 papers</b> are publicly available on the internet",1,2,3,4,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,,Never,1,2,3,4,,,,,,,,,,,,,,,,,,,ALL datasets are publicly available online,,,,,,,,A repository for data or research output,,,,,,,,,,,,,,,Not applicable,,1,2,3,4,1,Strongly Disagree,.,.,.,.,Neutral,.,.,.,Neutral,Neutral,.,,,.,Neutral,.,.,.,.,.,Neutral,Neutral,Strongly agree,,,1,2,3,4,Strongly Disagree,Strongly Disagree,non-tenured faculty,,1,2,3,4,,,,,,,
