"","ResponseID","StartDate","EndDate","Finished","journal","month","year","URL","q","Q1","Q2_1","Q2_2","Q2_3","Q2_4","Q3","Q4","Q5","Q6_1","Q6_2","Q6_3","Q6_4","Q7","Q8_1","Q8_2","Q8_3","Q8_4","Q9_1","Q9_2","Q9_3","Q9_4","Q9_5","Q9_7","Q9_8","Q9_9","Q9_10","Q9_11","Q9_12","Q9_13","Q9_14","Q9_15","Q9_16","Q9_17","Q10_1","Q10_2","Q10_3","Q10_4","Q12_1","Q12_2","Q12_3","Q12_4","Q12_5","Q12_6","Q13_1","Q13_2","Q13_3","Q13_4","Q13_5","Q13_6","Q14_1","Q14_2","Q14_3","Q14_4","Q14_5","Q14_6","Q14_7","Q14_8","Q14_9","Q14_10","Q15_1","Q15_2","Q15_3","Q15_4","Q16","Q17","Q18_1","Q18_2","Q18_3","Q18_4","Q18_5","Q18_6","Q18_7","Q18_8","Q18_9","Q18_10","Q18_11","Q18_12","Q19_1","Q19_2","Q19_3","Q19_4","Q19_5","Q19_6","Q19_7","Q19_8","Q19_9","Q19_10","Q19_11","Q19_11_TEXT","Q20_1","Q20_2","Q20_3","Q20_4","Q21","Q22","Q23","Q23_TEXT","Q24_1","Q24_2","Q24_3","Q24_4","Q26","Q27_1","Q27_2","Q27_3","Q27_4","X","Q11_1","Q11_2","Q11_3"
"339","R_eXb5rfDvAybSIZu","2011-02-25 02:03:47","2011-02-25 02:15:04","1","Oecologia","NOV","2010","","2","1","1","2","3","4","1","Agree","Disagree","1","2","3","4","None","1","2","3","4","Never","Never","Never","Once","Never","Never","Never","Never","Never","Never","Never","Never","Once","Once",NA,"Never","1","2","3","4","","SOME but not all of the datasets are publicly available online","","","","","Journal supplementary information","","","","","","","","","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Somewhat Disagree","Neutral","Neutral",NA,"Neutral","Neutral","Neutral","Neutral","Neutral",NA,NA,"Neutral",NA,NA,NA,NA,"Neutral","Neutral",NA,NA,"Neutral","Neutral","Neutral","","","1","2","3","4","Disagree","Somewhat Agree","postdoc","","1","2","3","4","1","1","2","3","4",NA,"Recommends online public archiving","I don't know","Recommends online public archiving"
"340","R_d3RVomXZxEoullq","2011-02-25 02:07:22","2011-02-25 02:22:27","1","Oecologia","DEC","2010","","1","1","1","2","3","4","1","Strongly Agree","Neutral","1","2","3","4","None","1","2","3","4","A few times","Once","A few times","A few times","A few times","Never","Never","Never","Never","Once","Never","Never","Never","Never",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","Not applicable","","","","","","","","","Not applicable","","1","2","3","4","1","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"Strongly Agree","Strongly Agree",NA,NA,"Neutral","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly agree","Wide data verification and use to obtain different information ","1","2","3","4","Strongly Agree","Strongly Agree","non-tenured faculty","","1","2","3","4","1","1","2","3","4",NA,"I don't know","I don't know","I don't know"
"341","R_6fIYW4bBOlHm7KQ","2011-02-25 02:16:01","2011-02-25 02:24:08","1","Proc. R. Soc. B-Biol. Sci.","DEC","2010","","1","1","1","2","3","4","1","Somewhat Agree","Disagree","1","2","3","4","None","1","2","3","4","Never","Never","Never","Once","Never","Never","Never","Never","Never","Never","Never","Never","Once","Never",NA,"Never","1","2","3","4","","SOME but not all of the datasets are publicly available online","","","","","Journal supplementary information","A repository for data or research output","","","","","","","","","","","","","","","1","2","3","4","1","Disagree",NA,NA,NA,"Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neutral",NA,"Neutral","Neutral",NA,NA,NA,"Neutral",NA,"","","1","2","3","4","Somewhat Disagree","Neutral","postdoc","","1","2","3","4","1","1","2","3","4",NA,"Recommends online public archiving","Recommends online public archiving","Recommends online public archiving"
"342","R_2smVReUHZNbQhk8","2011-02-25 02:27:40","2011-02-25 02:36:09","1","Faseb J.","DEC","2010","","1","1","1","2","3","4","1","Somewhat Disagree","Somewhat Disagree","1","2","3","4","None","1","2","3","4","A few times","Many times","A few times","Once","Never","Never","Never","Never","Never","Never","Never",NA,NA,NA,NA,NA,"1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","","","","","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Neutral",NA,NA,"Neutral",NA,"Neutral","Neutral",NA,"Neutral","Neutral","Neutral",NA,NA,NA,NA,NA,NA,NA,"Neutral","Neutral",NA,NA,NA,"","","1","2","3","4","Somewhat Agree","Somewhat Agree","research staff","","1","2","3","4","1","1","2","3","4",NA,"I don't know","I don't know","I don't know"
"343","R_4123KMbwuV5D3X6","2011-02-25 02:32:36","2011-02-25 02:41:36","1","J. Biogeogr.","DEC","2010","","1","1","1","2","3","4","1","Disagree","Strongly Disagree","1","2","3","4","2-4 papers","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","","","","","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Strongly Agree",NA,NA,NA,"Neutral","Neutral","Neutral",NA,NA,"Neutral",NA,"Strongly Disagree",NA,NA,"Neutral","Neutral","Neutral",NA,NA,NA,NA,NA,NA,"","","1","2","3","4","Agree","Neutral","postdoc","","1","2","3","4","1","1","2","3","4",NA,"Recommends online public archiving","No policy","No policy"
"344","R_2hlGYZUlUPuWpGk","2011-02-25 02:39:55","2011-02-25 02:53:33","1","Oecologia","DEC","2010","","1","1","1","2","3","4","1","Strongly Agree","Strongly Agree","1","2","3","4","2-4 papers","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","A few times","Never",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","Not applicable","","","","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Strongly Agree",NA,NA,"Strongly Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,NA,NA,"Strongly Agree","Strongly Agree","Strongly Agree",NA,"Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","","","1","2","3","4","Strongly Agree","Strongly Agree","postdoc","","1","2","3","4","1","1","2","3","4",NA,"No policy","No policy","No policy"
"345","R_8j4xYokqCjuWiyw","2011-02-25 03:09:19","2011-02-25 03:31:15","1","Biol. Lett.","DEC","2010","","1","1","1","2","3","4","1","Agree","Somewhat Disagree","1","2","3","4","2-4 papers","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","ALL datasets are publicly available online","","","","","","Journal supplementary information","","","","","","","","","","","","","","Not applicable","","1","2","3","4","1","Agree","Neutral","Neutral","Strongly Disagree","Neutral","Strongly Disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",NA,NA,NA,NA,"Neutral","Neutral",NA,NA,"Strongly Agree","Strongly Agree","Strongly Agree","","","1","2","3","4","Agree","Agree","tenured faculty","","1","2","3","4","1","1","2","3","4",NA,"Recommends online public archiving","No policy","Recommends online public archiving"
"346","R_6FQjoLFQahBX8ws","2011-02-25 03:28:48","2011-02-25 03:33:30","1","Genome Res.","DEC","2010","","1","1","1","2","3","4","1","Agree","Agree","1","2","3","4","5+ papers","1","2","3","4","A few times","A few times","Never","Many times","Never","Never","Never","Never","Never","Never","Never","A few times","A few times","Never",NA,"Never","1","2","3","4","ALL datasets are publicly available online","","","","","","","A repository for data or research output","","","","","","","","","","","","","","","1","2","3","4","1","Somewhat Disagree",NA,NA,NA,NA,"Neutral",NA,"Neutral",NA,NA,NA,NA,NA,NA,"Neutral","Neutral",NA,NA,"Neutral","Neutral",NA,NA,NA,"","","1","2","3","4","Agree","Somewhat Agree","tenured faculty","","1","2","3","4","1","1","2","3","4",NA,"Requires online public archiving","Recommends online public archiving","No policy"
"347","R_3lYarXEawRthzYo","2011-02-25 03:47:33","2011-02-25 03:53:30","1","Evolution","DEC","2010","","1","1","1","2","3","4","1","Agree","Agree","1","2","3","4","2-4 papers","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","1","2","3","4","","SOME but not all of the datasets are publicly available online","","","","","","A repository for data or research output","","","","","","","","","","","","Other (please specify)","","","1","2","3","4","1","Strongly Disagree",NA,NA,"Strongly Disagree",NA,"Strongly Disagree","Strongly Disagree",NA,NA,NA,"Neutral","Neutral",NA,NA,NA,NA,NA,NA,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","","","1","2","3","4","Agree","Somewhat Agree","postdoc","","1","2","3","4","1","1","2","3","4",NA,"Requires online public archiving","No policy","No policy"
"348","R_cUQzY1Ioz6cbwZC","2011-02-25 03:55:06","2011-02-25 04:01:10","1","Oikos","NOV","2010","","2","1","1","2","3","4","1","Somewhat Agree","Somewhat Agree","1","2","3","4","None","1","2","3","4","Never","Never","Never","Once","Never","Once","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","Not applicable","","","","We hadn't considered publicly archiving the dataset","","","","","","","1","2","3","4","1","Neutral",NA,NA,"Neutral","Neutral","Neutral","Neutral","Strongly Disagree","Strongly Disagree","Neutral","Neutral","Strongly Disagree",NA,NA,NA,"Neutral","Neutral","Neutral","Neutral","Neutral",NA,NA,NA,"","","1","2","3","4","Agree","Disagree","postdoc","","1","2","3","4","1","1","2","3","4",NA,"No policy","No policy","No policy"
"349","R_8CvvwkFjlv4REfq","2011-02-25 04:06:10","2011-02-25 04:10:44","1","Faseb J.","NOV","2010","","2","1","1","2","3","4","1","Strongly Disagree","Somewhat Disagree","1","2","3","4","None","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","","","","","","Other (please specify)","","","","","","Not applicable","","","","","","","","","Not applicable","","1","2","3","4","1","Disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","","","1","2","3","4","Agree","Strongly Agree","Other (please specify)","consultant","1","2","3","4","1","1","2","3","4",NA,"I don't know","I don't know","I don't know"
"350","R_6Lly9UtOGgRuZVO","2011-02-25 04:16:01","2011-02-25 04:25:18","1","Am. Nat.","NOV","2010","","2","1","1","2","3","4","1","Agree","Somewhat Disagree","1","2","3","4","5+ papers","1","2","3","4","A few times","Many times","A few times","Many times",NA,"Once","A few times","Never","Never","Once","Never","Never","A few times","Many times",NA,"Many times","1","2","3","4","","SOME but not all of the datasets are publicly available online","","","","","Journal supplementary information","","","","","","","","We plan to share the dataset upon request","","","","","","","","1","2","3","4","1","Neutral",NA,NA,"Strongly Disagree",NA,NA,NA,NA,NA,NA,NA,"Strongly Disagree",NA,"Strongly Agree",NA,NA,"Strongly Disagree",NA,NA,NA,NA,NA,NA,"","","1","2","3","4","Strongly Agree","Agree","tenured faculty","","1","2","3","4","1","1","2","3","4",NA,"Recommends online public archiving","Recommends online public archiving","No policy"
"351","R_1GkcT1Ccbn1Xn1y","2011-02-25 04:17:27","2011-02-25 04:27:21","1","Genetics","NOV","2010","","2","1","1","2","3","4","1","Agree","Somewhat Agree","1","2","3","4","1 paper","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","ALL datasets are publicly available online","","","","","","Journal supplementary information","","","","","","","","","","","","","","","","1","2","3","4","1","Agree","Neutral","Neutral",NA,NA,NA,NA,NA,NA,"Neutral","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Strongly Agree","","","1","2","3","4","Agree","Agree","student","","1","2","3","4","1","1","2","3","4",NA,"Requires online public archiving","I don't know","I don't know"
"352","R_8ozYp4DHMZRCzu4","2011-02-25 04:30:42","2011-02-25 04:37:57","1","Funct. Ecol.","DEC","2010","","1","1","1","2","3","4","1","Neutral","Disagree","1","2","3","4","1 paper","1","2","3","4","Once","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","A few times","A few times",NA,"Never","1","2","3","4","","SOME but not all of the datasets are publicly available online","","","","","Journal supplementary information","","","","","","","We plan to publicly archive the dataset in the future","We plan to share the dataset upon request","","","","","","","","1","2","3","4","1","Strongly Disagree",NA,NA,"Neutral","Neutral","Neutral","Neutral","Neutral",NA,NA,"Neutral",NA,NA,NA,NA,NA,"Neutral","Neutral",NA,NA,NA,NA,"Strongly Agree","","","1","2","3","4","Agree","Somewhat Agree","postdoc","","1","2","3","4","1","1","2","3","4",NA,"Recommends online public archiving","No policy","No policy"
"353","R_78kreTHraapzfKY","2011-02-25 04:57:14","2011-02-25 05:08:05","1","FEBS Lett.","DEC","2010","","1","1","1","2","3","4","1","Strongly Agree","Strongly Agree","1","2","3","4","5+ papers","1","2","3","4","A few times","A few times","A few times","A few times","Never","Never","Never","A few times","A few times","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","","","","","","Other (please specify)","","","","","","Not applicable","","","","","","","","","","","1","2","3","4","1","Strongly Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","1","2","3","4","Strongly Agree","Strongly Agree","research staff","","1","2","3","4","1","1","2","3","4",NA,"I don't know","I don't know","I don't know"
"354","R_2a9KIvLIK0zhfa4","2011-02-25 05:14:17","2011-02-25 05:19:50","1","Mol. Ecol.","DEC","2010","","1","1","1","2","3","4","1","Somewhat Agree","Somewhat Agree","1","2","3","4","2-4 papers","1","2","3","4","Never","Never","Never","Once","Never","Never","Never","Never","Never","Never","Never","Never","A few times","Never",NA,"Never","1","2","3","4","","","","","We did not collect any data for that publication","","","","","","","Not applicable","","","","","","","","","Not applicable","","1","2","3","4","1","Disagree",NA,NA,NA,NA,NA,NA,"Strongly Disagree",NA,NA,NA,"Neutral",NA,"Neutral",NA,"Neutral","Strongly Disagree","Strongly Disagree","Neutral","Neutral",NA,"Neutral",NA,"","","1","2","3","4","Disagree","Disagree","non-tenured faculty","","1","2","3","4","1","1","2","3","4",NA,"I don't know","No policy","No policy"
"355","R_8jI3WzBXtxYJhn6","2011-02-24 23:09:47","2011-02-24 23:22:54","0","Biol. Lett.","DEC","2010","","1","1","1","2","3","4","1","Agree","Disagree","1","2","3","4","2-4 papers","1","2","3","4","A few times","A few times","Never","Many times","Never","Never","A few times","Once","Once","Never","Once","Once","Once","A few times",NA,"Never","1","2","3","4","ALL datasets are publicly available online","","","","","","Journal supplementary information","","","","","","","","","","","","","","Not applicable","","1","2","3","4","1","Strongly Disagree",NA,"Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"Strongly Agree",NA,"Neutral",NA,NA,"Neutral","Neutral",NA,NA,"Strongly Agree","","","1","2","3","4","Strongly Agree","Strongly Agree","non-tenured faculty","","1","2","3","4","","","","","",NA,"I don't know","Requires online public archiving","No policy"
"356","R_1KNfwhDbkdUKgM4","2011-02-25 01:18:21","2011-02-25 01:23:01","0","FEBS Lett.","NOV","2010","","2","1","1","2","3","4","1","Somewhat Agree","Somewhat Disagree","1","2","3","4","No papers with own data","1","2","3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","3","4","ALL datasets are publicly available online","","","","","","Journal supplementary information","","","","","","","","","","","","","","Not applicable","","1","2","3","4","1","Strongly Agree","Neutral","Neutral",NA,"Neutral","Neutral","Neutral",NA,NA,"Neutral",NA,"Neutral",NA,NA,NA,NA,"Neutral","Neutral",NA,NA,NA,"Neutral",NA,"","","1","2","3","4","Somewhat Agree","Somewhat Agree","tenured faculty","","1","2","3","4","","","","","",NA,"I don't know","I don't know","I don't know"
"357","R_bkoKy0tbFyQ7N6k","2011-02-25 01:12:16","2011-02-25 01:22:09","0","Evolution","DEC","2010","","1","1","1","2","3","4","1","Strongly Agree","Somewhat Disagree","1","2","3","4","5+ papers","1","2","3","4","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"Never","1","2","3","4","ALL datasets are publicly available online","","","","","","","A repository for data or research output","","","","","","","","","","","","","Not applicable","","1","2","3","4","1","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree",NA,"Neutral","Strongly Agree",NA,"Neutral","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree",NA,"Strongly Agree","","","1","2","3","4","Agree","Neutral","postdoc","","1","2","3","4","","","","","",NA,"Recommends online public archiving","No policy","No policy"
"358","R_2lCooadO6MBozOs","2011-02-25 00:36:12","2011-02-25 00:41:44","0","Genome Res.","NOV","2010","","2","1","1","2","3","4","1","Agree","Agree","1","2","3","4","2-4 papers","1","2","3","4","A few times","A few times","Once","A few times","Never","Never","Never","Never","Never","Never","Never","Once","A few times","A few times",NA,"Once","1","2","3","4","ALL datasets are publicly available online","","","","","","Journal supplementary information","A repository for data or research output","","","","","","","","","","","","","Not applicable","","1","2","3","4","1","Agree","Neutral","Neutral","Neutral","Neutral","Neutral",NA,"Neutral",NA,NA,NA,NA,NA,NA,NA,NA,"Neutral",NA,NA,NA,NA,NA,NA,"","","1","2","3","4","Agree","Neutral","tenured faculty","","1","2","3","4","","","","","",NA,"Requires online public archiving","Recommends online public archiving","Recommends online public archiving"
"359","R_bNHdJiiXgi9yFLe","2011-02-25 02:39:05","2011-02-25 02:51:28","0","J. Mol. Evol.","DEC","2010","","1","1","1","2","3","4","1","Strongly Agree","Somewhat Disagree","1","2","3","4","5+ papers","1","2","3","4","Never","Never","Never","Once","Many times","Never","Never","Never","Never","Never","Never","Never","Many times","A few times",NA,"Never","1","2","3","4","","","NONE of the datasets are publicly available online","","","","","","","","","Not applicable","","","We plan to share the dataset upon request","","","","","","","","1","2","3","4","1","Neutral","Neutral","Neutral",NA,"Neutral","Neutral","Neutral","Neutral","Neutral",NA,NA,NA,NA,"Neutral",NA,NA,"Strongly Disagree","Neutral",NA,NA,NA,NA,NA,"","","1","2","3","4","Strongly Agree","Neutral","tenured faculty","","1","2","3","4","","","","","",NA,"I don't know","I don't know","I don't know"
