"","ResponseID","ResponseDate","PublicationDate","Journal","Q_1","Q_2","Q_3","Q_4_1","Q_4_2","Q_4_3","Q_4_4","Q_4_5","Q_4_6","Q_4_7","Q_4_8","Q_4_9","Q_4_10","Q_4_11","Q_4_12","Q_4_13","Q_4_14","Q_4_15","Q_4_15_TEXT","Q_4_16","Q_5_1","Q_5_2","Q_5_3","Q_6_1","Q_6_2","Q_6_3","Q_6_4","Q_6_5","Q_6_6","Q_6_6_TEXT","Q_7_1","Q_7_2","Q_7_3","Q_7_4","Q_7_5","Q_7_5_TEXT","Q_7_6","Q_8_1","Q_8_2","Q_8_3","Q_8_4","Q_8_5","Q_8_6","Q_8_7","Q_8_8","Q_8_8_TEXT","Q_8_9","Q_8_10","Q_9","Q_10_1","Q_10_2","Q_10_3","Q_10_4","Q_10_5","Q_10_6","Q_10_7","Q_10_8","Q_10_9","Q_10_10","Q_10_11","Q_10_12","Q_10_12_TEXT","Q_11_1","Q_11_2","Q_11_3","Q_11_4","Q_11_5","Q_11_6","Q_11_7","Q_11_8","Q_11_9","Q_11_10","Q_11_11","Q_11_11_TEXT","Q_12","Q_13","Q_14_1","Q_14_2","Q_15","Q_16"
"622","R_0wxk8JoGYDUrI5C","Mar 2011","Jan 2011","Evolution","Agree","Somewhat Agree","2-4 papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Many times",NA,"","Never","Requires online public archiving","No policy","No policy","ALL datasets are publicly available online","","","","","","","Journal supplementary information","A repository for data or research output","","","Other (please specify)","GenBank","","","","","","","","","","","","","Strongly Disagree",NA,NA,"Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree",NA,NA,"Strongly Disagree",NA,"",NA,NA,NA,NA,NA,NA,NA,"Neutral","Neutral","Strongly Agree",NA,"","Strongly Disagree","Somewhat Agree","postdoc","","","1"
"623","R_9QTrcjXQfEfEwss","Mar 2011","Jan 2011","J. Exp. Bot.","Somewhat Disagree","Neutral","Not sure","A few times","A few times","Once","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","I don't know","No policy","No policy","","","","I don't know","","","","","","","","","","Not applicable","","","","We hadn't considered publicly archiving the dataset","","","","","","","","Neutral",NA,NA,NA,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","",NA,NA,NA,NA,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",NA,"","Neutral","Neutral","postdoc","","","1"
"624","R_392tbTqISWNvxFa","Mar 2011","Jan 2011","J. Hered.","Disagree","Disagree","No papers with archived data","A few times","A few times","Never","A few times","Never","Never","Never","Once","Never","Once","Never","Never","Never","Never",NA,"","Never","Recommends online public archiving","I don't know","I don't know","","SOME but not all of the datasets are publicly available online","","","","","","Journal supplementary information","","","","","","","","We plan to publicly archive the dataset in the future","","","","","","","","","","Somewhat Agree",NA,"Strongly Agree",NA,NA,NA,NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"Strongly Disagree",NA,"",NA,NA,NA,"Neutral",NA,"Strongly Disagree","Strongly Disagree",NA,NA,"Neutral",NA,"","Agree","Somewhat Agree","postdoc","","","1"
"625","R_0dqRrGgpT4K19JO","Mar 2011","Jan 2011","Evolution","Disagree","Strongly Disagree","1 paper with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","Requires online public archiving","Recommends online public archiving","No policy","ALL datasets are publicly available online","","","","","","","Journal supplementary information","A repository for data or research output","","","","","","","","","","","","","","","Not applicable","","Strongly Agree","Strongly Disagree","Strongly Disagree","Neutral","Strongly Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,NA,NA,"","Strongly Agree",NA,NA,NA,NA,"Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",NA,"","Neutral","Somewhat Agree","tenured faculty","","I am enthusiastically and 100% in support of journal policies requiring data archiving!","1"
"626","R_6nYhLw2i5a5YRU0","Mar 2011","Jan 2011","Biol. Conserv.","Disagree","Strongly Disagree","No papers with archived data",NA,"A few times",NA,"A few times","Once",NA,"A few times",NA,NA,"Once",NA,NA,"Once","A few times","Once","Others have found minor data transcription  errors in my publications","Many times","No policy",NA,NA,"","","NONE of the datasets are publicly available online","","","","","","","","","","","","","","","We hadn't considered publicly archiving the dataset","","","","","","","","Strongly Agree","Strongly Disagree","Neutral","Strongly Disagree","Strongly Agree","Neutral","Strongly Agree","Strongly Disagree","Strongly Disagree",NA,"Neutral",NA,"Strongly Agree","I would unable to collect strictly confidential data, which would make research impossible","Neutral","Neutral",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neutral",NA,NA,NA,"","Somewhat Agree","Somewhat Disagree","research staff","","A lot of the data that I collect is from private individuals on an ongoing basis.  They provide the information on condition that it is kept strictly confidential.  I have to guarantee that confidentiality in order to conduct the research.  Public archiving would be considered a breach of that confidentiality and the data flow would cease.  This would be disastrous for my research, so I cannot countenance any form of public archiving for my raw datasets.","1"
"627","R_eg20ERzZQUAPwWw","Mar 2011","Jan 2011","Plant J.","Somewhat Disagree","Somewhat Disagree","No papers based on own data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","","Never","Requires online public archiving","Requires online public archiving","Recommends online public archiving","ALL datasets are publicly available online","","","","","","","","","","The entire dataset is in the body of the paper","","","","","","","","","","","","","","","Neutral",NA,NA,"Neutral",NA,"Neutral",NA,"Neutral","Neutral",NA,NA,NA,NA,"",NA,"Neutral","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,"","Agree","Neutral","tenured faculty","","","1"
"628","R_5uvLsXX1YdIs1p2","Mar 2011","Jan 2011","J. Exp. Biol.","Agree","Disagree","No papers with archived data","A few times","A few times","Never","Once","Never","Never","Never","Never","A few times","Never","Never","Never","A few times","A few times",NA,"","Once","I don't know","Recommends online public archiving","I don't know","","","NONE of the datasets are publicly available online","","","","","","","","","","","","","","We plan to share the dataset upon request","","","","","","","","","Somewhat Disagree","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Neutral","Disagree","tenured faculty","","","1"
"629","R_dnEIlhwNHDE1wuU","Mar 2011","Jan 2011","J. Exp. Biol.","Strongly Agree","Somewhat Disagree","2-4 papers with archived data","Never","Never","Never","A few times","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","No policy","Recommends online public archiving","No policy","","","NONE of the datasets are publicly available online","","","","","","","","","","","","","We plan to publicly archive the dataset in the future","We plan to share the dataset upon request","","","","","","","","","Strongly Disagree",NA,NA,NA,NA,NA,NA,"Strongly Disagree","Strongly Disagree",NA,NA,"Strongly Disagree",NA,"",NA,NA,NA,NA,"Strongly Agree","Neutral","Neutral",NA,NA,"Strongly Agree",NA,"","Somewhat Agree","Disagree","tenured faculty","","","1"
"630","R_em4dnqHyC6X7OZe","Mar 2011","Jan 2011","Evolution","Somewhat Agree","Agree","5+ papers with archived data","Never","Never","Never","A few times","Never","Never","Never","Never","Never","Never","Never","Never","A few times","Never","A few times","used archived data in publication","Never","Requires online public archiving","I don't know","Recommends online public archiving","ALL datasets are publicly available online","","","","","","","","A repository for data or research output","","","","","","","","","","","","","","","Not applicable","","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"Neutral","Neutral",NA,NA,NA,NA,NA,NA,"","Somewhat Agree","Somewhat Agree","student","","","1"
"631","R_eg4hY6f4EO308fy","Mar 2011","Jan 2011","Biol. Conserv.","Strongly Agree","Strongly Agree","5+ papers with archived data","A few times","A few times",NA,"Many times",NA,"A few times","A few times","Never","A few times","Never",NA,NA,"Many times","A few times",NA,"","A few times","I don't know","Recommends online public archiving","Recommends online public archiving","","SOME but not all of the datasets are publicly available online","","","","","","","A repository for data or research output","","","","","","","","","","","We wanted to publicly archive the data but were not able to, due to resource limitations","","","","","","Strongly Disagree","Strongly Disagree",NA,"Neutral","Neutral",NA,NA,"Neutral",NA,"Strongly Agree",NA,"Strongly Disagree",NA,"","Strongly Agree",NA,NA,NA,NA,NA,NA,NA,NA,"Strongly Agree",NA,"","Agree","Agree","non-tenured faculty","","","1"
"632","R_bCyxQUmJefmy0Ti","Mar 2011","Jan 2011","J. Exp. Bot.","Agree","Disagree","No papers with archived data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Only shared one data set and none of the above applied as nothing eventuated from it",NA,"No policy","No policy","No policy","","","NONE of the datasets are publicly available online","","","","","","","","","","","","","","","We hadn't considered publicly archiving the dataset","","","","","","","","Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"Strongly Disagree",NA,"Strongly Disagree",NA,NA,NA,"Strongly Disagree",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Disagree","Disagree","research staff","","","1"
"633","R_3DTzudyVQZx7Oq8","Mar 2011","Jan 2011","Mol. Ecol.","Agree","Somewhat Disagree","5+ papers with archived data","A few times","Never","Never","Once","Never","Never","Never","Never","Never","Never","Never","Never","A few times","Once",NA,"","Never","Recommends online public archiving","Recommends online public archiving","Recommends online public archiving","ALL datasets are publicly available online","","","","","","","Journal supplementary information","A repository for data or research output","","","","","","","","","","","","","","","","","Agree",NA,NA,"Strongly Disagree",NA,"Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,NA,"Neutral",NA,"","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",NA,NA,NA,"Strongly Agree",NA,"","Strongly Agree","Agree","postdoc","","","1"
"634","R_9FVuFwnApA0jZ76","Mar 2011","Jan 2011","Mol. Biol. Evol.","Strongly Agree","Agree","5+ papers with archived data","A few times","Never","A few times","A few times","Many times","Never","Never","Once","Never","Once","Never","Once","A few times","A few times",NA,"","A few times","I don't know","No policy","No policy","ALL datasets are publicly available online","","","","","","","Journal supplementary information","A repository for data or research output","A personal or lab website","","","","","","","","","","","","","","Not applicable","","Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Strongly Agree",NA,"Strongly Agree",NA,NA,NA,NA,NA,NA,NA,NA,"","Strongly Agree","Strongly Agree","tenured faculty","","","1"
"635","R_cGsbhBoE4OeYfMU","Mar 2011","Jan 2011","Biol. Conserv.","Disagree","Disagree","No papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",NA,"","Never","I don't know","I don't know","I don't know","","","NONE of the datasets are publicly available online","","","","","","","","","","","Not applicable","","","","We hadn't considered publicly archiving the dataset","","","","","","","","Somewhat Agree",NA,NA,"Neutral",NA,"Strongly Disagree","Strongly Disagree","Neutral","Neutral","Neutral","Neutral",NA,NA,"",NA,NA,"Neutral","Neutral","Neutral",NA,NA,NA,NA,NA,NA,"","Disagree","Disagree","postdoc","","","1"
"636","R_cGVnx9JJEwtZ3qk","Mar 2011","Jan 2011","BMC Plant Biol.","Strongly Agree","Strongly Agree","2-4 papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","A few times","Never",NA,"","Never","I don't know","I don't know","I don't know","ALL datasets are publicly available online","","","","","","","","A repository for data or research output","","","","","","","","","","","","","","","Not applicable","","Disagree",NA,NA,NA,NA,"Neutral","Neutral","Strongly Disagree","Strongly Disagree",NA,NA,NA,NA,"",NA,NA,NA,"Neutral","Neutral",NA,NA,NA,"Neutral",NA,NA,"","Agree","Disagree","research staff","","","1"
"637","R_6Xdlq8rAR9i8gra","Mar 2011","Jan 2011","BMC Plant Biol.","Strongly Agree","Neutral","2-4 papers with archived data","Never","Never","Never","A few times","Never","Never","Never","Never","Never","Never","Never","Never","Many times","A few times",NA,"","Never","Recommends online public archiving","Requires online public archiving","I don't know","ALL datasets are publicly available online","","","","","","","Journal supplementary information","","","","","","","","","","","","","","","","Not applicable","","Agree",NA,"Neutral",NA,"Neutral",NA,NA,"Neutral","Neutral",NA,NA,NA,NA,"","Neutral",NA,"Neutral",NA,NA,"Neutral","Neutral",NA,NA,NA,NA,"","Disagree","Somewhat Agree","non-tenured faculty","","","1"
"638","R_3PCTOiSYIEEz5CA","Mar 2011","Jan 2011","Mol. Biol. Evol.","Agree","Somewhat Agree","2-4 papers with archived data","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Once","A few times","Never",NA,"","A few times","No policy","No policy","Recommends online public archiving","ALL datasets are publicly available online","","","","","","","Journal supplementary information","A repository for data or research output","","","","","","","","","","","We wanted to publicly archive the data but were not able to, due to resource limitations","","","","","","Disagree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",NA,NA,NA,"Neutral","Neutral","Neutral","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neutral","","Somewhat Agree","Neutral","research staff","","none","1"
"639","R_3fTNpXhowEt64cY","Mar 2011","Jan 2011","Oikos","Somewhat Agree","Somewhat Disagree","No papers based on own data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"No policy","No policy","No policy","","","","","We did not collect any data for that publication","","","","","","","","","Not applicable","","","","","","","","","","Not applicable","","Neutral",NA,NA,NA,NA,NA,NA,NA,"Neutral",NA,NA,NA,NA,"","Neutral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Strongly Agree","Agree","student","","","1"
"640","R_51oKHkwJwD9fH5W","Mar 2011","Jan 2011","Genetics","Agree","Somewhat Disagree","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"I don't know","Requires online public archiving","I don't know","","","","","","Other (please specify)","all data is in paper","","","","","","","Not applicable","","","","","","","","","","Not applicable","","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree",NA,NA,NA,"Strongly Disagree","Strongly Disagree",NA,NA,"Strongly Disagree",NA,"","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"Neutral","Neutral","Neutral",NA,NA,"Strongly Agree",NA,"","Agree","Disagree","tenured faculty","","","1"
